City,State,Country,CountryCode,PostalCode,Sex,EmailPromotion,EmailAddress,PhoneNumberType,OnlineOrderFlag,OrderQty,UnitPrice,SubTotal,TaxAmt,Freight,TotalDue,ShipMethod,ShipBase,ShipRate,FullDate
Beverly Hills,California,United States,US,90210,,0,clayton27@adventure-works.com,Cell,-1,1,24.99,1764.96,141.1968,44.124,1950.2808,XRQ - TRUCK GROUND,3.95,0.99,2013-10-31
Runcorn,England,United Kingdom,GB,TY31,,1,elizabeth30@adventure-works.com,Cell,-1,1,54.99,2382.93,190.6344,59.5733,2633.1377,XRQ - TRUCK GROUND,3.95,0.99,2013-09-08
Runcorn,England,United Kingdom,GB,TY31,,1,elizabeth30@adventure-works.com,Cell,-1,1,4.99,2418.05,193.444,60.4513,2671.9453,XRQ - TRUCK GROUND,3.95,0.99,2013-11-03
Concord,California,United States,US,94519,,0,elizabeth32@adventure-works.com,Home,0,2,323.994,35331.66,3505.9218,1095.6006,39933.1824,CARGO TRANSPORT 5,8.99,1.49,2013-12-10
Concord,California,United States,US,94519,,0,elizabeth32@adventure-works.com,Home,0,12,5.2142,38145.9918,3699.901,1156.219,43002.1118,CARGO TRANSPORT 5,8.99,1.49,2014-02-02
Suresnes,Hauts de Seine,France,FR,92150,,0,clayton34@adventure-works.com,Cell,-1,1,2384.07,2384.07,190.7256,59.6018,2634.3974,XRQ - TRUCK GROUND,3.95,0.99,2012-03-26
Suresnes,Hauts de Seine,France,FR,92150,,0,clayton34@adventure-works.com,Cell,-1,1,2294.99,2325.96,186.0768,58.149,2570.1858,XRQ - TRUCK GROUND,3.95,0.99,2013-11-15
Dunkerque,Nord,France,FR,59140,,0,clayton40@adventure-works.com,Home,0,2,647.994,32885.3728,3166.7461,989.6082,37041.7271,CARGO TRANSPORT 5,8.99,1.49,2014-03-25
Dunkerque,Nord,France,FR,59140,,0,clayton40@adventure-works.com,Home,-1,1,4.99,68.97,5.5176,1.7243,76.2119,XRQ - TRUCK GROUND,3.95,0.99,2013-11-04
East Brisbane,Queensland,Australia,AU,4169,,1,elizabeth40@adventure-works.com,Home,0,2,200.052,73016.5967,7056.0374,2205.0117,82277.6458,CARGO TRANSPORT 5,8.99,1.49,2013-12-10
East Brisbane,Queensland,Australia,AU,4169,,1,elizabeth40@adventure-works.com,Home,-1,1,2294.99,2329.98,186.3984,58.2495,2574.6279,XRQ - TRUCK GROUND,3.95,0.99,2013-08-20
Orleans,Loiret,France,FR,45000,,1,colin24@adventure-works.com,Cell,-1,1,2.29,32.28,2.5824,0.807,35.6694,XRQ - TRUCK GROUND,3.95,0.99,2012-07-12
Orleans,Loiret,France,FR,45000,,1,colin24@adventure-works.com,Cell,0,2,445.41,7776.954,742.894,232.1544,8752.0024,CARGO TRANSPORT 5,8.99,1.49,2014-02-14
Orleans,Loiret,France,FR,45000,,1,colin24@adventure-works.com,Cell,-1,1,4.99,39.98,3.1984,0.9995,44.1779,XRQ - TRUCK GROUND,3.95,0.99,2013-09-20
Coronado,California,United States,US,92118,,0,colin26@adventure-works.com,Cell,-1,1,34.99,2369.96,189.5968,59.249,2618.8058,XRQ - TRUCK GROUND,3.95,0.99,2012-07-06
Coronado,California,United States,US,92118,,0,colin26@adventure-works.com,Cell,0,1,1430.442,57288.1826,5485.7751,1714.3047,64488.2624,CARGO TRANSPORT 5,8.99,1.49,2014-02-21
Coronado,California,United States,US,92118,,0,colin26@adventure-works.com,Cell,-1,1,34.99,71.58,5.7264,1.7895,79.0959,XRQ - TRUCK GROUND,3.95,0.99,2013-09-24
London,England,United Kingdom,GB,W1N 9FA,,0,jeremy21@adventure-works.com,Home,-1,1,1700.99,1759.97,140.7976,43.9993,1944.7669,XRQ - TRUCK GROUND,3.95,0.99,2013-11-02
London,England,United Kingdom,GB,W1N 9FA,,0,jeremy21@adventure-works.com,Home,-1,1,34.99,777.34,62.1872,19.4335,858.9607,XRQ - TRUCK GROUND,3.95,0.99,2013-11-17
London,England,United Kingdom,GB,W1N 9FA,,0,jeremy21@adventure-works.com,Home,0,4,445.41,108184.104,10391.6881,3247.4025,121823.1946,CARGO TRANSPORT 5,8.99,1.49,2014-04-27
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,0,briana6@adventure-works.com,Cell,-1,1,32.6,32.6,2.608,0.815,36.023,XRQ - TRUCK GROUND,3.95,0.99,2012-07-08
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,0,briana6@adventure-works.com,Cell,0,1,24.2945,47413.7171,4542.3746,1419.4921,53375.5838,CARGO TRANSPORT 5,8.99,1.49,2014-03-21
Port Hammond,British Columbia,Canada,CA,V6B 3P7,,0,briana6@adventure-works.com,Cell,-1,1,9.99,14.98,1.1984,0.3745,16.5529,XRQ - TRUCK GROUND,3.95,0.99,2013-10-21
Gold Coast,Queensland,Australia,AU,4217,,0,colin44@adventure-works.com,Cell,-1,1,539.99,539.99,43.1992,13.4998,596.689,XRQ - TRUCK GROUND,3.95,0.99,2012-05-24
Gold Coast,Queensland,Australia,AU,4217,,0,colin44@adventure-works.com,Cell,-1,1,2384.07,2407.04,192.5632,60.176,2659.7792,XRQ - TRUCK GROUND,3.95,0.99,2013-09-13
Concord,California,United States,US,94519,,0,colin45@adventure-works.com,Home,-1,1,9.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2012-05-09
Concord,California,United States,US,94519,,0,colin45@adventure-works.com,Home,-1,1,8.99,1714.97,137.1976,42.8743,1895.0419,XRQ - TRUCK GROUND,3.95,0.99,2013-09-24
Novato,California,United States,US,94947,,0,jeremy29@adventure-works.com,Home,-1,1,4.99,68.97,5.5176,1.7243,76.2119,XRQ - TRUCK GROUND,3.95,0.99,2013-07-15
Rockhampton,Queensland,Australia,AU,4700,,1,jeremiah33@adventure-works.com,Cell,0,1,323.994,1182.894,115.8482,36.2026,1334.9448,CARGO TRANSPORT 5,8.99,1.49,2014-04-14
Downey,California,United States,US,90241,,1,miguel51@adventure-works.com,Cell,-1,1,34.99,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-09-10
Gateshead,England,United Kingdom,GB,GA10,,0,miguel52@adventure-works.com,Home,0,3,1020.594,32625.978,3137.1501,980.3594,36743.4875,CARGO TRANSPORT 5,8.99,1.49,2014-03-19
Paris,Seine (Paris),France,FR,75019,,1,jon33@adventure-works.com,Home,-1,1,4.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2012-03-11
Paris,Seine (Paris),France,FR,75019,,1,jon33@adventure-works.com,Home,-1,1,35.0,2425.93,194.0744,60.6483,2680.6527,XRQ - TRUCK GROUND,3.95,0.99,2013-08-28
Paris,Seine (Paris),France,FR,75019,,1,jon33@adventure-works.com,Home,0,3,736.1455,46321.888,4480.1964,1400.0614,52202.1458,CARGO TRANSPORT 5,8.99,1.49,2014-03-30
Hamburg,Hamburg,Germany,DE,20354,,0,rafael33@adventure-works.com,Cell,0,6,323.994,32700.6053,3182.9844,994.6826,36878.2723,CARGO TRANSPORT 5,8.99,1.49,2014-05-14
Hamburg,Hamburg,Germany,DE,20354,,0,rafael33@adventure-works.com,Cell,0,1,338.994,29140.8,2788.1476,871.2961,32800.2437,CARGO TRANSPORT 5,8.99,1.49,2014-06-05
Sulzbach Taunus,Saarland,Germany,DE,66272,,0,tristan7@adventure-works.com,Home,0,5,41.994,26673.846,2558.9441,799.67,30032.4601,CARGO TRANSPORT 5,8.99,1.49,2014-04-15
Sulzbach Taunus,Saarland,Germany,DE,66272,,0,tristan7@adventure-works.com,Home,0,2,16.272,31788.3204,3097.9076,968.0961,35854.3241,CARGO TRANSPORT 5,8.99,1.49,2014-02-10
Lakewood,California,United States,US,90712,,1,tristan10@adventure-works.com,Home,0,3,48.594,40106.82,3873.2479,1210.39,45190.4579,CARGO TRANSPORT 5,8.99,1.49,2013-12-26
Lakewood,California,United States,US,90712,,1,tristan10@adventure-works.com,Home,-1,1,28.99,2453.04,196.2432,61.326,2710.6092,XRQ - TRUCK GROUND,3.95,0.99,2013-09-24
Salzgitter,Hessen,Germany,DE,38231,,0,rafael39@adventure-works.com,Home,0,2,218.454,33631.8982,3239.084,1012.2137,37883.1959,CARGO TRANSPORT 5,8.99,1.49,2014-01-11
Salzgitter,Hessen,Germany,DE,38231,,0,rafael39@adventure-works.com,Home,0,3,461.694,25757.0601,2573.6624,804.2695,29134.992,CARGO TRANSPORT 5,8.99,1.49,2014-03-28
Salzgitter,Hessen,Germany,DE,38231,,0,rafael39@adventure-works.com,Home,0,4,356.898,21524.142,2077.1758,649.1174,24250.4352,CARGO TRANSPORT 5,8.99,1.49,2014-03-18
Salzgitter,Hessen,Germany,DE,38231,,0,rafael39@adventure-works.com,Home,0,1,72.894,38783.562,3743.7681,1169.9275,43697.2576,CARGO TRANSPORT 5,8.99,1.49,2014-03-18
Hamburg,Hamburg,Germany,DE,20354,,0,tristan18@adventure-works.com,Cell,-1,1,1120.49,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-10-08
Orleans,Loiret,France,FR,45000,,0,tristan22@adventure-works.com,Home,0,3,72.0,82062.4546,8070.2041,2521.9388,92654.5975,CARGO TRANSPORT 5,8.99,1.49,2014-05-28
Orleans,Loiret,France,FR,45000,,0,tristan22@adventure-works.com,Home,0,9,28.8404,51197.9881,4917.5859,1536.7456,57652.3196,CARGO TRANSPORT 5,8.99,1.49,2014-06-27
Goulburn,New South Wales,Australia,AU,2580,,0,rafael46@adventure-works.com,Home,-1,1,1700.99,1700.99,136.0792,42.5248,1879.594,XRQ - TRUCK GROUND,3.95,0.99,2013-10-02
Goulburn,New South Wales,Australia,AU,2580,,0,rafael46@adventure-works.com,Home,-1,1,8.99,588.96,47.1168,14.724,650.8008,XRQ - TRUCK GROUND,3.95,0.99,2013-11-03
Newton,British Columbia,Canada,CA,V2L3W8,,0,jaclyn4@adventure-works.com,Cell,-1,1,53.99,53.99,4.3192,1.3498,59.659,XRQ - TRUCK GROUND,3.95,0.99,2013-09-11
Newton,British Columbia,Canada,CA,V2L3W8,,0,jaclyn4@adventure-works.com,Cell,0,3,1430.442,5496.018,530.8302,165.8845,6192.7327,CARGO TRANSPORT 5,8.99,1.49,2014-04-07
Burien,Washington,United States,US,98168,,0,jaclyn6@adventure-works.com,Cell,0,1,728.91,27950.1974,2665.6788,833.0246,31448.9008,CARGO TRANSPORT 5,8.99,1.49,2014-01-24
Burien,Washington,United States,US,98168,,0,jaclyn6@adventure-works.com,Cell,0,4,242.994,50489.2921,4892.6314,1528.9473,56910.8708,CARGO TRANSPORT 5,8.99,1.49,2014-03-09
Burien,Washington,United States,US,98168,,0,jaclyn6@adventure-works.com,Cell,0,14,334.0575,96485.4353,11308.8707,3534.0221,111328.3281,CARGO TRANSPORT 5,8.99,1.49,2014-03-14
Burien,Washington,United States,US,98168,,0,jaclyn6@adventure-works.com,Cell,-1,1,4.99,91.95,7.356,2.2988,101.6048,XRQ - TRUCK GROUND,3.95,0.99,2013-11-13
Beaverton,Oregon,United States,US,97005,,0,aidan16@adventure-works.com,Home,0,3,48.594,57816.258,5526.8451,1727.1391,65070.2422,CARGO TRANSPORT 5,8.99,1.49,2014-01-03
Beaverton,Oregon,United States,US,97005,,0,aidan16@adventure-works.com,Home,0,2,5.394,926.916,91.3263,28.5395,1046.7818,CARGO TRANSPORT 5,8.99,1.49,2014-05-20
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,0,jaclyn32@adventure-works.com,Home,-1,1,4.99,2461.55,196.924,61.5388,2720.0128,XRQ - TRUCK GROUND,3.95,0.99,2012-04-24
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,0,jaclyn32@adventure-works.com,Home,-1,1,4.99,1251.12,100.0896,31.278,1382.4876,XRQ - TRUCK GROUND,3.95,0.99,2013-08-08
Newcastle upon Tyne,England,United Kingdom,GB,NT20,,2,jaclyn40@adventure-works.com,Home,-1,1,34.99,1263.82,101.1056,31.5955,1396.5211,XRQ - TRUCK GROUND,3.95,0.99,2013-08-29
Newcastle upon Tyne,England,United Kingdom,GB,NT20,,2,jaclyn40@adventure-works.com,Home,-1,1,4.99,2473.04,197.8432,61.826,2732.7092,XRQ - TRUCK GROUND,3.95,0.99,2013-09-15
Daly City,California,United States,US,94015,,0,robyn5@adventure-works.com,Cell,-1,1,4.99,2378.95,190.316,59.4738,2628.7398,XRQ - TRUCK GROUND,3.95,0.99,2012-05-26
Daly City,California,United States,US,94015,,0,robyn5@adventure-works.com,Cell,-1,1,21.49,561.48,44.9184,14.037,620.4354,XRQ - TRUCK GROUND,3.95,0.99,2013-08-11
Edmonds,Washington,United States,US,98020,,0,tamara32@adventure-works.com,Cell,-1,1,2319.99,2354.98,188.3984,58.8745,2602.2529,XRQ - TRUCK GROUND,3.95,0.99,2013-07-08
Edmonds,Washington,United States,US,98020,,0,tamara32@adventure-works.com,Cell,0,2,5.394,6187.308,586.0528,183.1415,6956.5023,CARGO TRANSPORT 5,8.99,1.49,2014-03-06
Edmonds,Washington,United States,US,98020,,0,tamara32@adventure-works.com,Cell,-1,1,21.98,2395.96,191.6768,59.899,2647.5358,XRQ - TRUCK GROUND,3.95,0.99,2013-09-15
Edmonds,Washington,United States,US,98020,,0,tamara32@adventure-works.com,Cell,-1,1,53.99,1754.98,140.3984,43.8745,1939.2529,XRQ - TRUCK GROUND,3.95,0.99,2013-11-09
Croix,Nord,France,FR,59170,,2,emily42@adventure-works.com,Home,-1,1,53.99,58.98,4.7184,1.4745,65.1729,XRQ - TRUCK GROUND,3.95,0.99,2013-06-30
Croix,Nord,France,FR,59170,,2,emily42@adventure-works.com,Home,0,11,25.8332,87783.9431,8563.6042,2676.1263,99023.6736,CARGO TRANSPORT 5,8.99,1.49,2013-11-22
Newport Beach,California,United States,US,92625,,0,hannah26@adventure-works.com,Cell,-1,1,7.95,67.93,5.4344,1.6983,75.0627,XRQ - TRUCK GROUND,3.95,0.99,2011-08-24
Newport Beach,California,United States,US,92625,,0,hannah26@adventure-works.com,Cell,0,6,14.694,20452.178,1941.169,606.6153,22999.9623,CARGO TRANSPORT 5,8.99,1.49,2013-12-27
Beaverton,Oregon,United States,US,97005,,0,tamara38@adventure-works.com,Home,-1,1,4.99,2411.94,192.9552,60.2985,2665.1937,XRQ - TRUCK GROUND,3.95,0.99,2011-08-02
Beaverton,Oregon,United States,US,97005,,0,tamara38@adventure-works.com,Home,0,3,602.346,47813.2429,5540.2612,1731.3316,55084.8357,CARGO TRANSPORT 5,8.99,1.49,2013-12-20
Burlingame,California,United States,US,94010,,0,louis5@adventure-works.com,Home,0,2,20.1865,7951.1594,754.044,235.6388,8940.8422,CARGO TRANSPORT 5,8.99,1.49,2013-12-13
Hobart,Tasmania,Australia,AU,7001,,0,hannah33@adventure-works.com,Home,0,10,2.994,35331.66,3505.9218,1095.6006,39933.1824,CARGO TRANSPORT 5,8.99,1.49,2013-12-09
Palo Alto,California,United States,US,94303,,1,louis13@adventure-works.com,Cell,-1,1,769.49,819.48,65.5584,20.487,905.5254,XRQ - TRUCK GROUND,3.95,0.99,2012-05-06
Palo Alto,California,United States,US,94303,,1,louis13@adventure-works.com,Cell,0,5,32.394,34696.2614,3315.0169,1035.9428,39047.2211,CARGO TRANSPORT 5,8.99,1.49,2013-12-19
Sooke,British Columbia,Canada,CA,V0,,0,hannah39@adventure-works.com,Home,-1,1,8.99,756.33,60.5064,18.9083,835.7447,XRQ - TRUCK GROUND,3.95,0.99,2012-05-19
Sooke,British Columbia,Canada,CA,V0,,0,hannah39@adventure-works.com,Home,0,1,323.994,30541.146,2953.5384,922.9807,34417.6651,CARGO TRANSPORT 5,8.99,1.49,2013-12-16
Royal Oak,British Columbia,Canada,CA,V8X,,1,louis15@adventure-works.com,Cell,-1,1,34.99,80.57,6.4456,2.0143,89.0299,XRQ - TRUCK GROUND,3.95,0.99,2011-08-21
Morangis,Essonne,France,FR,91420,,2,louis3@adventure-works.com,Cell,-1,1,49.99,603.96,48.3168,15.099,667.3758,XRQ - TRUCK GROUND,3.95,0.99,2012-11-22
Morangis,Essonne,France,FR,91420,,2,louis3@adventure-works.com,Cell,-1,1,8.99,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2013-10-21
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,0,hannah36@adventure-works.com,Home,-1,1,4.99,119.96,9.5968,2.999,132.5558,XRQ - TRUCK GROUND,3.95,0.99,2012-05-13
Cliffside,British Columbia,Canada,CA,V8Y 1L1,,0,hannah36@adventure-works.com,Home,-1,1,4.99,825.3,66.024,20.6325,911.9565,XRQ - TRUCK GROUND,3.95,0.99,2013-11-13
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,0,louis11@adventure-works.com,Cell,-1,1,4.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2012-05-07
Shawnee,British Columbia,Canada,CA,V8Z 4N5,,0,louis11@adventure-works.com,Cell,-1,1,2.29,1732.26,138.5808,43.3065,1914.1473,XRQ - TRUCK GROUND,3.95,0.99,2013-11-16
Goulburn,New South Wales,Australia,AU,2580,,1,louis16@adventure-works.com,Home,-1,1,34.99,1785.97,142.8776,44.6493,1973.4969,XRQ - TRUCK GROUND,3.95,0.99,2013-07-16
Goulburn,New South Wales,Australia,AU,2580,,1,louis16@adventure-works.com,Home,0,2,23.484,40271.493,4491.2797,1403.5249,46166.2976,CARGO TRANSPORT 5,8.99,1.49,2013-12-29
Darmstadt,Hessen,Germany,DE,64283,,0,louis17@adventure-works.com,Cell,-1,1,34.99,56.97,4.5576,1.4243,62.9519,XRQ - TRUCK GROUND,3.95,0.99,2013-10-16
Darmstadt,Hessen,Germany,DE,64283,,0,louis17@adventure-works.com,Cell,-1,1,7.95,35.23,2.8184,0.8808,38.9292,XRQ - TRUCK GROUND,3.95,0.99,2012-08-28
Darmstadt,Hessen,Germany,DE,64283,,0,louis17@adventure-works.com,Cell,0,1,338.994,29140.8,2788.1476,871.2961,32800.2437,CARGO TRANSPORT 5,8.99,1.49,2014-05-29
Saint Ouen,Somme,France,FR,80610,,0,madison44@adventure-works.com,Home,-1,1,8.99,2457.33,196.5864,61.4333,2715.3497,XRQ - TRUCK GROUND,3.95,0.99,2013-10-25
Saint Ouen,Somme,France,FR,80610,,0,madison44@adventure-works.com,Home,-1,1,34.99,2378.95,190.316,59.4738,2628.7398,XRQ - TRUCK GROUND,3.95,0.99,2012-09-14
Saint Ouen,Somme,France,FR,80610,,0,madison44@adventure-works.com,Home,-1,1,7.95,37.93,3.0344,0.9483,41.9127,XRQ - TRUCK GROUND,3.95,0.99,2013-07-15
Paderborn,Nordrhein-Westfalen,Germany,DE,33098,,0,madison45@adventure-works.com,Home,0,4,48.594,65683.368,6708.6741,2096.4607,74488.5028,CARGO TRANSPORT 5,8.99,1.49,2013-11-22
Gloucestershire,England,United Kingdom,GB,GL7 1RY,,0,fernando48@adventure-works.com,Cell,0,2,72.876,63244.416,6082.4852,1900.7766,71227.6778,CARGO TRANSPORT 5,8.99,1.49,2014-01-18
Gloucestershire,England,United Kingdom,GB,GL7 1RY,,0,fernando48@adventure-works.com,Cell,0,1,1020.594,1709.316,156.9978,49.0618,1915.3756,CARGO TRANSPORT 5,8.99,1.49,2014-02-26
Gloucestershire,England,United Kingdom,GB,GL7 1RY,,0,fernando48@adventure-works.com,Cell,-1,1,24.49,29.48,2.3584,0.737,32.5754,XRQ - TRUCK GROUND,3.95,0.99,2013-07-15
Gloucestershire,England,United Kingdom,GB,GL7 1RY,,0,fernando48@adventure-works.com,Cell,-1,1,24.99,1151.76,92.1408,28.794,1272.6948,XRQ - TRUCK GROUND,3.95,0.99,2013-09-28
Downey,California,United States,US,90241,,1,louis29@adventure-works.com,Home,-1,1,3.99,72.96,5.8368,1.824,80.6208,XRQ - TRUCK GROUND,3.95,0.99,2011-10-19
Downey,California,United States,US,90241,,1,louis29@adventure-works.com,Home,-1,1,24.99,63.97,5.1176,1.5993,70.6869,XRQ - TRUCK GROUND,3.95,0.99,2013-06-08
Downey,California,United States,US,90241,,1,louis29@adventure-works.com,Home,-1,1,1120.49,1233.96,98.7168,30.849,1363.5258,XRQ - TRUCK GROUND,3.95,0.99,2013-08-03
Downey,California,United States,US,90241,,1,louis29@adventure-works.com,Home,0,5,196.329,22381.4965,2143.5585,669.862,25194.917,CARGO TRANSPORT 5,8.99,1.49,2014-03-27
Lebanon,Oregon,United States,US,97355,,0,elizabeth34@adventure-works.com,Home,-1,1,34.99,1283.82,102.7056,32.0955,1418.6211,XRQ - TRUCK GROUND,3.95,0.99,2013-09-27
Burbank,California,United States,US,91502,,0,clayton35@adventure-works.com,Cell,0,1,469.794,54130.4516,5202.7398,1625.8562,60959.0476,CARGO TRANSPORT 5,8.99,1.49,2014-03-08
Burbank,California,United States,US,91502,,0,clayton35@adventure-works.com,Cell,0,1,445.41,53500.224,5138.1526,1605.6727,60244.0493,CARGO TRANSPORT 5,8.99,1.49,2014-05-07
San Carlos,California,United States,US,94070,,1,clayton38@adventure-works.com,Cell,-1,1,8.99,806.32,64.5056,20.158,890.9836,XRQ - TRUCK GROUND,3.95,0.99,2013-08-01
San Carlos,California,United States,US,94070,,1,clayton38@adventure-works.com,Cell,-1,1,34.99,1155.48,92.4384,28.887,1276.8054,XRQ - TRUCK GROUND,3.95,0.99,2013-11-06
Verrieres Le Buisson,Essonne,France,FR,91370,,0,clayton39@adventure-works.com,Cell,-1,1,29.99,69.97,5.5976,1.7493,77.3169,XRQ - TRUCK GROUND,3.95,0.99,2013-07-21
Verrieres Le Buisson,Essonne,France,FR,91370,,0,clayton39@adventure-works.com,Cell,-1,1,28.99,1283.82,102.7056,32.0955,1418.6211,XRQ - TRUCK GROUND,3.95,0.99,2013-09-27
Orly,Val de Marne,France,FR,94310,,1,elizabeth49@adventure-works.com,Home,-1,1,21.98,111.96,8.9568,2.799,123.7158,XRQ - TRUCK GROUND,3.95,0.99,2013-07-26
Orly,Val de Marne,France,FR,94310,,1,elizabeth49@adventure-works.com,Home,-1,1,2.29,38.88,3.1104,0.972,42.9624,XRQ - TRUCK GROUND,3.95,0.99,2013-08-04
Colma,California,United States,US,94014,,0,oscar1@adventure-works.com,Home,-1,1,1120.49,1179.97,94.3976,29.4993,1303.8669,XRQ - TRUCK GROUND,3.95,0.99,2013-08-07
Colma,California,United States,US,94014,,0,oscar1@adventure-works.com,Home,0,6,445.41,89869.2763,8684.9465,2714.0458,101268.2686,CARGO TRANSPORT 5,8.99,1.49,2013-11-30
London,England,United Kingdom,GB,W1X3SE,,0,jose36@adventure-works.com,Cell,-1,1,4.99,42.28,3.3824,1.057,46.7194,XRQ - TRUCK GROUND,3.95,0.99,2012-02-01
London,England,United Kingdom,GB,W1X3SE,,0,jose36@adventure-works.com,Cell,0,3,14.694,2109.456,199.6376,62.3868,2371.4804,CARGO TRANSPORT 5,8.99,1.49,2013-12-11
London,England,United Kingdom,GB,W1X3SE,,0,jose36@adventure-works.com,Cell,-1,1,742.35,742.35,59.388,18.5588,820.2968,XRQ - TRUCK GROUND,3.95,0.99,2013-08-29
Bury,England,United Kingdom,GB,PE17,,1,kayla26@adventure-works.com,Home,-1,1,9.99,2334.97,186.7976,58.3743,2580.1419,XRQ - TRUCK GROUND,3.95,0.99,2012-02-14
Bury,England,United Kingdom,GB,PE17,,1,kayla26@adventure-works.com,Home,0,4,41.994,4216.1064,404.2181,126.3182,4746.6427,CARGO TRANSPORT 5,8.99,1.49,2013-12-23
Bury,England,United Kingdom,GB,PE17,,1,kayla26@adventure-works.com,Home,-1,1,8.99,2425.93,194.0744,60.6483,2680.6527,XRQ - TRUCK GROUND,3.95,0.99,2013-08-27
Berkeley,California,United States,US,94704,,1,kayla37@adventure-works.com,Home,0,2,323.994,27078.936,2609.1499,815.3594,30503.4453,CARGO TRANSPORT 5,8.99,1.49,2014-03-22
Berkeley,California,United States,US,94704,,1,kayla37@adventure-works.com,Home,0,4,728.91,24025.392,2315.6201,723.6313,27064.6434,CARGO TRANSPORT 5,8.99,1.49,2014-02-19
Berkeley,California,United States,US,94704,,1,kayla37@adventure-works.com,Home,0,4,1466.01,56181.095,5393.1834,1685.3698,63259.6482,CARGO TRANSPORT 5,8.99,1.49,2014-04-25
Kirkland,Washington,United States,US,98033,,0,kayla39@adventure-works.com,Home,-1,1,4.99,553.97,44.3176,13.8493,612.1369,XRQ - TRUCK GROUND,3.95,0.99,2013-07-15
Kirkland,Washington,United States,US,98033,,0,kayla39@adventure-works.com,Home,0,7,218.454,64704.8794,6354.4426,1985.7633,73045.0853,CARGO TRANSPORT 5,8.99,1.49,2014-06-11
Berlin,Hessen,Germany,DE,12171,,0,omar24@adventure-works.com,Cell,-1,1,8.99,786.33,62.9064,19.6583,868.8947,XRQ - TRUCK GROUND,3.95,0.99,2012-03-10
Les Ulis,Essonne,France,FR,91940,,0,miguel56@adventure-works.com,Cell,0,2,158.43,1912.308,185.0091,57.8153,2155.1324,CARGO TRANSPORT 5,8.99,1.49,2013-12-06
Les Ulis,Essonne,France,FR,91940,,0,miguel56@adventure-works.com,Cell,0,3,728.91,63235.638,6079.7887,1899.934,71215.3607,CARGO TRANSPORT 5,8.99,1.49,2014-02-17
Les Ulis,Essonne,France,FR,91940,,0,miguel56@adventure-works.com,Cell,0,8,41.994,30541.146,2953.5384,922.9807,34417.6651,CARGO TRANSPORT 5,8.99,1.49,2013-12-15
Bellflower,California,United States,US,90706,,0,miguel69@adventure-works.com,Home,-1,1,2384.07,2419.06,193.5248,60.4765,2673.0613,XRQ - TRUCK GROUND,3.95,0.99,2013-11-08
Chula Vista,California,United States,US,91910,,2,jon44@adventure-works.com,Home,-1,1,34.99,1735.98,138.8784,43.3995,1918.2579,XRQ - TRUCK GROUND,3.95,0.99,2012-05-08
Chula Vista,California,United States,US,91910,,2,jon44@adventure-works.com,Home,0,8,41.994,79589.616,7862.2953,2456.9673,89908.8786,CARGO TRANSPORT 5,8.99,1.49,2014-01-05
Mill Valley,California,United States,US,94941,,0,blake51@adventure-works.com,Home,0,1,37.254,19921.8961,1922.599,600.8122,22445.3073,CARGO TRANSPORT 5,8.99,1.49,2013-12-02
Mühlheim,Hamburg,Germany,DE,63151,Male,1,blake52@adventure-works.com,Home,-1,1,34.99,34.99,2.7992,0.8748,38.664,XRQ - TRUCK GROUND,3.95,0.99,2012-05-20
Mühlheim,Hamburg,Germany,DE,63151,Male,1,blake52@adventure-works.com,Home,0,1,1020.594,7927.8006,753.4201,235.4438,8916.6645,CARGO TRANSPORT 5,8.99,1.49,2014-02-06
Puyallup,Washington,United States,US,98371,,1,walter10@adventure-works.com,Cell,-1,1,69.99,69.99,5.5992,1.7498,77.339,XRQ - TRUCK GROUND,3.95,0.99,2013-04-11
Puyallup,Washington,United States,US,98371,,1,walter10@adventure-works.com,Cell,0,1,323.994,2109.456,199.6376,62.3868,2371.4804,CARGO TRANSPORT 5,8.99,1.49,2013-12-12
Puyallup,Washington,United States,US,98371,,1,walter10@adventure-works.com,Cell,-1,1,8.99,597.95,47.836,14.9488,660.7348,XRQ - TRUCK GROUND,3.95,0.99,2013-07-02
Tremblay-en-France,Seine Saint Denis,France,FR,93290,,2,briana11@adventure-works.com,Cell,-1,1,34.99,49.97,3.9976,1.2493,55.2169,XRQ - TRUCK GROUND,3.95,0.99,2013-10-07
Everett,Washington,United States,US,98201,,0,blake68@adventure-works.com,Home,-1,1,2384.07,2393.06,191.4448,59.8265,2644.3313,XRQ - TRUCK GROUND,3.95,0.99,2013-04-21
